"[1.1449257907153738, 1.0131739984011146]"
"[1.1525708401042012, 43.055094071591554]"
"[1.1525126816948787, 43.06959175766105]"
"[1.1524521374221197, 43.08184554994489]"
"[1.1524817085978456, 43.09632252402782]"
"[1.1525539512679805, 43.11075112588391]"
"[1.1528088947611042, 43.12509582811444]"
"[1.1526746588633234, 43.13983594981272]"
"[1.15268671563121, 43.15460574056016]"
"[1.152729717130087, 43.167206720662236]"
"[1.1527172615786003, 43.17541131461307]"
"[1.152852685914698, 43.187806739623966]"
"[1.1528545059028128, 43.198466900777426]"
"[1.1529855141264649, 43.213159087283465]"
"[1.1529796914723973, 43.22968280948814]"
"[1.153036116526066, 43.24472409726127]"
"[1.1530648341150807, 43.25941097952433]"
"[1.1530966895116208, 43.27628839015116]"
"[1.1531665556773267, 43.29121347648473]"
"[1.1532193228733465, 43.30620903128133]"
"[1.153161417647925, 43.320809921527974]"
"[1.1531772356038787, 43.33243029729906]"
"[1.153252841321926, 43.34243884165249]"
"[1.1532775821882288, 43.35163148856513]"
"[1.1533201434775475, 43.35908119813094]"
"[1.1533365320204645, 43.36860221007652]"
"[1.1533115470496, 43.3758895988948]"
"[1.153191799321779, 43.38959222066561]"
"[1.1531762715846339, 43.4024906409984]"
"[1.153200738597756, 43.41656876523079]"
"[1.1529651013099211, 43.42795856701108]"
"[1.1530398102899349, 43.442450175848116]"
"[1.1529026848274626, 43.45362685000181]"
"[1.1528206474931286, 43.46848520370897]"
"[1.1527132093755283, 43.48479069493304]"
"[1.1527144576315038, 43.49960980437209]"
"[1.1525762127865928, 43.51402118767825]"
"[1.1524658378108668, 43.530954247786966]"
"[1.1523591266528899, 43.54584862969468]"
"[1.152329769051996, 43.560381331203885]"
"[1.1521652871575279, 43.57679906743095]"
"[1.1520803024038015, 43.59181809722356]"
"[1.1519450242055507, 43.606286039453465]"
"[1.15174356430165, 43.62122760962805]"
"[1.1513829370302142, 43.632507872376394]"
"[1.1514276075854994, 43.647638451390144]"
"[1.151182629002347, 43.66186873267626]"
"[1.1511250783763127, 43.67588518934252]"
"[1.150854990491431, 43.684102939265195]"
"[1.1508096465223707, 43.69363454095268]"
"[1.1505580205841972, 43.702155741165065]"
"[1.1505555566899828, 43.712430729214056]"
"[1.1503402734903754, 43.72358239763745]"
"[1.1502338564783705, 43.735305799938146]"
"[1.1500523998586438, 43.75238100826025]"
"[1.1498847504763252, 43.76737784716205]"
"[1.1498218220129988, 43.78145880732084]"
"[1.1497008171608976, 43.788174708195676]"
"[1.149683189784304, 43.79948019867016]"
"[1.1495506843050016, 43.80907456166597]"
"[1.1495193568291082, 43.82268570265611]"
"[1.1493584923867461, 43.83941317659319]"
"[1.1491792327368726, 43.85402347219884]"
"[1.1490261191547937, 43.8710875320903]"
"[1.1489092699100971, 43.8861407040111]"
"[1.148693440709179, 43.90362195064282]"
"[1.1485276480833957, 43.918414670707655]"
"[1.148422364536783, 43.935796379475775]"
"[1.1482399651110047, 43.953214293466424]"
"[1.148030442662486, 43.96835887503951]"
"[1.1478197155927816, 43.98282572102153]"
"[1.1477706530556724, 43.99443563490767]"
"[1.1476206619647171, 44.00631125789906]"
"[1.1475083740208023, 44.01921961200926]"
"[1.1473380625493212, 44.03518667971716]"
"[1.1472513223645422, 44.046358469753166]"
"[1.1471504835623716, 44.05656045172954]"
"[1.1470213020585849, 44.07007570863014]"
"[1.1469524429367743, 44.084066893042774]"
"[1.1467191651752409, 44.09839230007185]"
"[1.1466101926406698, 44.11232373557684]"
"[1.146406423785948, 44.12604451386773]"
"[1.1462526006314953, 44.1364051129692]"
"[1.146143728715218, 44.14767141716052]"
"[1.1460704304500022, 44.16181149174218]"
"[1.1457451733886796, 44.17595573693966]"
"[1.145616265932822, 44.19313728626564]"
"[1.1455332029983667, 44.20764432636505]"
"[1.1453323806175868, 44.22470179686781]"
"[1.1452637292048389, 44.23672678726797]"
"[1.1450873975912035, 44.247252972826246]"
"[1.1450572475995875, 44.25671823377881]"
"[1.1449401555344352, 44.26592939894596]"
"[1.1448671558877463, 44.277858775071515]"
"[1.1448089501290455, 44.29166598597855]"
"[1.1446833286352596, 44.30253821946549]"
"[1.1446678611302092, 44.3127710607506]"
"[1.14453410456541, 44.325873659260246]"
"[1.1444818485386654, 44.33911438283024]"
"[1.1444628506604535, 44.35336188647701]"
"[1.1444124455468399, 44.37052495352963]"
"[1.144328329752059, 44.38555202691668]"
"[1.1440439265967717, 44.40047597088154]"
"[1.1440576925706438, 44.41749075546807]"
"[1.1440187379989475, 44.43267541278433]"
"[1.143942797117838, 44.447793779030626]"
"[1.1438511805660279, 44.465001003355795]"
"[1.1437249906196192, 44.48005099510543]"
"[1.143678273589501, 44.49451204571258]"
"[1.1436320096000798, 44.50588507269976]"
"[1.143520816850286, 44.52172364198326]"
"[1.1435449143490701, 44.53278971611153]"
"[1.143402914518072, 44.5479257866016]"
"[1.1433603934482444, 44.561801445941065]"
"[1.1433666313806679, 44.57694914490138]"
"[1.143310827750714, 44.59416787613827]"
"[1.143255366484108, 44.609125777348154]"
"[1.143256951705143, 44.626399982351785]"
"[1.1432638130108432, 44.64151847027149]"
"[1.1432377524395068, 44.65630288786849]"
"[1.1431025656616998, 44.673497356204216]"
"[1.1430693538642982, 44.68777322709004]"
"[1.1431415656849107, 44.69950675494472]"
"[1.1431298942828587, 44.71671902097861]"
"[1.1430529648497476, 44.73379607515374]"
"[1.1428861403307033, 44.74877297367518]"
"[1.1430458732965456, 44.76357496274419]"
"[1.142873904297956, 44.77835803949958]"
"[1.1427429167270997, 44.79528645158008]"
"[1.1428190492191617, 44.809998841734895]"
"[1.1425633528533679, 44.8248629891344]"
"[1.1426680619319043, 44.839880231645814]"
"[1.1426260852878638, 44.84966829890494]"
"[1.142604819431085, 44.861075961270934]"
"[1.142590985369146, 44.87394836314324]"
"[1.1425477298169662, 44.89001587321886]"
"[1.1424477347380615, 44.904297456586775]"
"[1.1425171044370994, 44.919323607880905]"
"[1.1425718325169893, 44.93389481502633]"
"[1.1424861857975754, 44.94870337426679]"
"[1.1424995997804537, 44.963283615584565]"
"[1.1424026765344861, 44.98033143782768]"
"[1.142431288841759, 44.99480821988581]"
"[1.1424324530740693, 45.009842109970386]"
"[1.1423808957989885, 45.02446015262594]"
"[1.1423308358984128, 45.04145711444097]"
"[1.142316551441878, 45.0563852966042]"
"[1.1421903028582405, 45.070775829708104]"
"[1.1421364653153385, 45.08598837227071]"
"[1.1420863137353825, 45.10024187083975]"
"[1.14181181496267, 45.115061557959336]"
"[1.141928424441609, 45.13231170780914]"
"[1.1417653662705376, 45.14729204156615]"
"[1.1416556028402738, 45.163495358739745]"
"[1.141548526126072, 45.175249021027064]"
"[1.1413734363730421, 45.18664953709502]"
"[1.1414032782645127, 45.20175714495541]"
"[1.1413035204171018, 45.21878673011584]"
"[1.141200349185835, 45.23081597176017]"
"[1.1411556547102206, 45.24809231527501]"
"[1.1412109046815115, 45.26298104138072]"
"[1.1409687651473444, 45.27698088124995]"
"[1.1408793860896922, 45.28670821660559]"
"[1.1408976946804104, 45.2962470826178]"
"[1.140776957552561, 45.303478262243914]"
"[1.140709512040569, 45.31416315283461]"
"[1.140607630591664, 45.32118489421406]"
"[1.1404574010423358, 45.33113435228602]"
"[1.1404729932120687, 45.34034862778107]"
"[1.140300922447469, 45.35460685314364]"
"[1.1402267326281286, 45.371359307220814]"
"[1.14005866200947, 45.3887270755569]"
"[1.139862164737148, 45.40357574739043]"
"[1.1398122964655568, 45.41828606829298]"
"[1.139694618842834, 45.42834279962467]"
"[1.1396126712655195, 45.43749071253207]"
"[1.1395442720791928, 45.44485590504101]"
"[1.1394275474113293, 45.4563715560584]"
"[1.139281188564917, 45.46997214994158]"
"[1.139179476653057, 45.48047491493393]"
"[1.1390295488475979, 45.49203524153714]"
"[1.1389913353809415, 45.501141659257534]"
"[1.1388893670540174, 45.50874257838158]"
"[1.1388109701192233, 45.52002332162567]"
"[1.1386007699027076, 45.53346888689682]"
"[1.1385335108971277, 45.547470431846826]"
"[1.1384251004709707, 45.562013693218205]"
"[1.138304955365036, 45.57939529190486]"
"[1.1380663305999246, 45.59444765550762]"
"[1.13791560499885, 45.611919981160504]"
"[1.1378901626284474, 45.626722115827356]"
"[1.1376278052208657, 45.644019565203]"
"[1.1373852644791602, 45.659035785498176]"
"[1.1372841935300724, 45.67401171920236]"
"[1.1370873731822373, 45.69117132694663]"
"[1.136917424561523, 45.708274512136555]"
"[1.1368523911202917, 45.723367420357334]"
"[1.1365245224572176, 45.73866101113459]"
"[1.1364442549990657, 45.75346790059492]"
"[1.136438393843585, 45.768070565542715]"
"[1.1363554606588042, 45.78268846717122]"
"[1.1363313047010157, 45.79769263860308]"
"[1.1361365221302253, 45.809384727563945]"
"[1.1361568951070673, 45.82422333260263]"
"[1.1360383978145108, 45.835888759896555]"
"[1.1360419687934218, 45.85327162567341]"
"[1.1360057917002089, 45.867741916339604]"
"[1.135960303426974, 45.88265840392171]"
"[1.1358752228593887, 45.897714858929376]"
"[1.1359323069571783, 45.91497253739199]"
"[1.1358028049177153, 45.92983597824766]"
"[1.1360199273616272, 45.94474087684179]"
"[1.1359748910781362, 45.9596101879528]"
"[1.1359915197465906, 45.97388295661372]"
"[1.135925135556772, 45.98877895946423]"
"[1.1359430102074561, 46.005824158468265]"
"[1.136019224243083, 46.020858384664336]"
"[1.1361755978825228, 46.03801533297367]"
"[1.1361960614047266, 46.053132271888536]"
"[1.1362271252773093, 46.070638439801535]"
"[1.136289210677013, 46.08581502624891]"
"[1.1364509700253211, 46.102837973973415]"
"[1.1365214194209223, 46.11796746052227]"
"[1.136653371205748, 46.13518102222214]"
"[1.1367113694072772, 46.152356296118654]"
"[1.1368899762141946, 46.16725512193432]"
"[1.1369846105330406, 46.18470795890433]"
"[1.137041767871498, 46.20190214507207]"
"[1.1371141553511688, 46.216949283438254]"
"[1.1371946284776715, 46.23135924034067]"
"[1.1373427253125212, 46.24632660529562]"
"[1.1373936068967836, 46.26346819786024]"
"[1.1374575514810727, 46.27846712137172]"
"[1.1375128476024225, 46.29553903592035]"
"[1.1377186897747031, 46.31063786801347]"
"[1.1378643159662096, 46.32819424418587]"
"[1.1380946487671444, 46.34302713021443]"
"[1.138119685779629, 46.36027733673934]"
"[1.1384426344859984, 46.37514670289296]"
"[1.1385108904229604, 46.39194649379383]"
"[1.1387417187631137, 46.40692088913796]"
"[1.1388281310458732, 46.42397383360715]"
"[1.1389654064170345, 46.43885495095041]"
"[1.1391145618907912, 46.453400419858106]"
"[1.1393196216628372, 46.46861823049556]"
"[1.1395888209187852, 46.485947498191514]"
"[1.1395555065478917, 46.50299092001523]"
"[1.139843603375031, 46.51816729403981]"
"[1.1400117577544975, 46.53519471790946]"
"[1.1402620992367853, 46.55059255384183]"
"[1.1402155128929035, 46.567813027110795]"
"[1.1404621678721418, 46.58280373978513]"
"[1.140401426771367, 46.59699333267588]"
"[1.1406634843017367, 46.61213082851589]"
"[1.1407839701410905, 46.629134985238075]"
"[1.1408276567169986, 46.64436351441741]"
"[1.1410378492281286, 46.65842808397573]"
"[1.1410972093002527, 46.67315338298869]"
"[1.1412252359227257, 46.68214787452409]"
"[1.1413463692612733, 46.697188731160026]"
"[1.1413178456846766, 46.708303003515354]"
"[1.1414791231820105, 46.72227838642368]"
"[1.1414703753159865, 46.72949353525624]"
"[1.1415439776237564, 46.74309340081108]"
"[1.141617906445087, 46.75619398177419]"
"[1.1416403199867893, 46.77240985204996]"
"[1.141821522891504, 46.78712592994639]"
"[1.1417630157385743, 46.80434695287261]"
"[1.1418649270596062, 46.81938184353504]"
"[1.1419423085787719, 46.836804836094124]"
"[1.1418919531624696, 46.85171466819558]"
"[1.141901321394241, 46.8689368946617]"
"[1.1420362510228868, 46.88396957442586]"
"[1.1419973909721408, 46.901169528088815]"
"[1.1418979338721444, 46.91628509024954]"
"[1.1420671199899388, 46.93131766553927]"
"[1.1420827009132095, 46.948311115566966]"
"[1.142090076070523, 46.9636459693777]"
"[1.1421592779791474, 46.980962673401606]"
"[1.142119286954868, 46.99841056957332]"
"[1.142156093386753, 47.01383328384759]"
"[1.1422749993710188, 47.031376215015456]"
"[1.1422728880260493, 47.04642792423482]"
"[1.1422644060669673, 47.063791918993154]"
"[1.1422432176699517, 47.078769107285545]"
"[1.1422960488628144, 47.09606402114873]"
"[1.1422841859297719, 47.11119525455574]"
"[1.142359236660701, 47.12622619657206]"
"[1.1422880778386766, 47.14367650740208]"
"[1.142323353830078, 47.16087602583553]"
"[1.1425118451814507, 47.17634632404385]"
"[1.1423938974276897, 47.193582632778416]"
"[1.142244877175791, 47.208679534007345]"
"[1.1423855304894173, 47.22583714527975]"
"[1.142469786188915, 47.240783126889916]"
"[1.142366859510613, 47.25797082485242]"
"[1.142337485182085, 47.27052526340245]"
"[1.142353040929144, 47.281915568998976]"
"[1.1423903610174304, 47.29761115112798]"
"[1.14249001673975, 47.3087320942235]"
"[1.1425506295522747, 47.3261099733671]"
"[1.1425258621923824, 47.34035084499986]"
"[1.1421950533925906, 47.35185258632368]"
"[1.1425926833157893, 47.363773733846614]"
"[1.1426321964710182, 47.3808483019956]"
"[1.1427557128512091, 47.39557783068537]"
"[1.1426973747958629, 47.410013387260854]"
"[1.1427211838621023, 47.42489909312192]"
"[1.1427725597282823, 47.44208807368466]"
"[1.1428405425854857, 47.45890365537043]"
"[1.1429108217983028, 47.47399097980991]"
"[1.1427763872999828, 47.491584377169495]"
"[1.142985399218512, 47.50655889432215]"
"[1.1429712389662905, 47.52395032528626]"
"[1.1430361703440455, 47.541384541975354]"
"[1.1430647499058006, 47.55651919161649]"
"[1.1431608015175192, 47.573713712637094]"
"[1.1432305131116132, 47.591184582113925]"
"[1.1431650529898778, 47.60610455712485]"
"[1.1433079434926614, 47.62195763123195]"
"[1.143325350509499, 47.634042146724106]"
"[1.1433510106129157, 47.64496917647174]"
"[1.1433929496626183, 47.65492975596471]"
"[1.143412213973738, 47.67129321415932]"
"[1.1434234657065854, 47.68830808462127]"
"[1.1435433464801132, 47.70564253542097]"
"[1.1435550219826676, 47.723055121130386]"
"[1.1435460612374875, 47.74026634721813]"
"[1.143676229790755, 47.75776183338642]"
"[1.1437119783934724, 47.773319269347255]"
"[1.143710141563577, 47.790802396670585]"
"[1.1437869058167103, 47.80817538879956]"
"[1.1440479436837447, 47.81331517023176]"
"[1.1440378778340494, 47.821617783878175]"
"[1.1438997951904837, 47.83585669774901]"
"[1.1441989187761532, 47.83976074874492]"
"[1.144470268286842, 47.842347719979934]"
"[1.1440928301410724, 47.851266917546816]"
"[1.1441073880990864, 47.8676968567372]"
"[1.1440843548669448, 47.87931315831457]"
"[1.144204997058902, 47.89624003399942]"
"[1.144111217393064, 47.91100146103831]"
"[1.144325046252751, 47.92793715105503]"
"[1.1443037383378127, 47.9455319933998]"
"[1.1442624771225482, 47.96035542655332]"
"[1.144247533406635, 47.97771899576981]"
"[1.1443031644689017, 47.99498203032218]"
"[1.1443483994121646, 48.01041620743605]"
"[1.1443550380182341, 48.027887509758024]"
"[1.1442906498608079, 48.045377726725135]"
"[1.1443531083218375, 48.062509383586594]"
"[1.1443605186963504, 48.07761523367537]"
"[1.144301260835109, 48.09267786677058]"
"[1.1443830186308381, 48.1095626894118]"
"[1.144418563180886, 48.12489318134414]"
"[1.1442718788831, 48.14213103577234]"
"[1.1442000341899623, 48.15948747839872]"
"[1.1440174430040095, 48.174129996655985]"
"[1.1443044665978885, 48.18865017406263]"
"[1.1441100035215974, 48.2054116077238]"
"[1.1442063192636556, 48.22031189271233]"
"[1.144043847474664, 48.23759113161602]"
"[1.1440071999836754, 48.25450617899916]"
"[1.1438005358910825, 48.269738157659184]"
"[1.1438468617140818, 48.28708921116108]"
"[1.143798684988778, 48.304422706908774]"
"[1.1435473180503444, 48.31958030607868]"
"[1.1434328302636307, 48.33638276607173]"
"[1.1433132760945104, 48.35327780144304]"
"[1.1429876871266895, 48.3702763812457]"
"[1.1427167868229378, 48.38518915821166]"
"[1.1426816083493123, 48.40187447421503]"
"[1.1425109349224816, 48.41341076359011]"
"[1.1424484456354025, 48.42850083805351]"
"[1.14237386835956, 48.445218084074625]"
"[1.1422828940051866, 48.46260149242394]"
"[1.1422352975070496, 48.47976968734266]"
"[1.1422508726911869, 48.494974237521745]"
"[1.142115074678346, 48.512504252026936]"
"[1.1421364266023777, 48.52990437498674]"
"[1.1419833882133303, 48.544778989204154]"
"[1.1421081991564215, 48.562160851165345]"
"[1.1421464974568971, 48.579544244633574]"
"[1.1420645700549585, 48.59446604355023]"
"[1.142052941821568, 48.61196148599592]"
"[1.1420948320288131, 48.62702168051141]"
"[1.1421229632714194, 48.64444509778001]"
"[1.142065438292409, 48.659494942528966]"
"[1.142113513321397, 48.67647687438347]"
"[1.142227075668513, 48.691697466673006]"
"[1.1421664700963723, 48.70664025015368]"
"[1.142177475842896, 48.72414399174011]"
"[1.1420590408611224, 48.73879219392086]"
"[1.1423220079417558, 48.756144797601166]"
"[1.1423024736115637, 48.771087336216006]"
"[1.1423722355814514, 48.78866377466748]"
"[1.1423769521142588, 48.80580139513662]"
"[1.1423282786366278, 48.820602807743924]"
"[1.1423711353680734, 48.837802200561214]"
"[1.1423853297827269, 48.85273374659057]"
"[1.1424440163073046, 48.867607452587286]"
"[1.142398159709285, 48.884775334490335]"
"[1.142515996536185, 48.89994474558638]"
"[1.1424751549470924, 48.91148952580192]"
"[1.1426110200195498, 48.92916026290433]"
"[1.1426858473476447, 48.94021676081545]"
"[1.1427013599341842, 48.95795440328388]"
"[1.1427408581729406, 48.96690985061123]"
"[1.1427296744415076, 48.98519115536586]"
"[1.1427839794518388, 48.99326900613293]"
"[1.142855961821388, 49.01199138074566]"
"[1.1428314365801397, 49.0290416269571]"
"[1.1428797134709217, 49.0465171671894]"
"[1.1430476550031174, 49.06370752262758]"
"[1.1431014054629076, 49.081185570620306]"
"[1.1430744831488824, 49.09845825541579]"
"[1.1432286668582736, 49.11354264426434]"
"[1.1433532720710704, 49.1304012479333]"
"[1.1434098483431574, 49.14503604354381]"
"[1.143371019985305, 49.16003035633028]"
"[1.143532724901168, 49.17497992574529]"
"[1.1436758403462124, 49.192289256221]"
"[1.1436522970287846, 49.206531336034224]"
"[1.1436746414830086, 49.2188392925261]"
"[1.1436982200577095, 49.233409318583114]"
"[1.1437127904463484, 49.25023383506588]"
"[1.1437287795827276, 49.25917668151735]"
"[1.1438407456451116, 49.27651117960395]"
"[1.1437978024256754, 49.29121549287744]"
"[1.1437778308183817, 49.30804345360354]"
"[1.1438252911177227, 49.322713457854455]"
"[1.1438500293046703, 49.33503375837313]"
"[1.1437895109883625, 49.349418054177576]"
"[1.1437793904584952, 49.36389090066956]"
"[1.1437250406554764, 49.37877513809493]"
"[1.1437381540213596, 49.39598488661318]"
"[1.1437663524425643, 49.41321834733514]"
"[1.143858726450379, 49.42875351398246]"
"[1.1437932785284923, 49.4460988421354]"
"[1.143780526319795, 49.463459451895076]"
"[1.143784580513024, 49.480684886241086]"
"[1.1437961207867657, 49.49596711528019]"
"[1.1436991383547617, 49.51341205810958]"
"[1.1437104235870652, 49.52742520677885]"
"[1.1437341650694806, 49.53884868686027]"
"[1.1436783686809238, 49.551235556761]"
"[1.1437474950107995, 49.56704963024879]"
"[1.1437172822205453, 49.581114512397804]"
"[1.143639130629327, 49.59591966157474]"
"[1.1436436435739714, 49.609600569697676]"
"[1.1434932058529887, 49.62069777508277]"
"[1.1435538757256194, 49.63252145396652]"
"[1.1435174799116945, 49.6479725291062]"
"[1.143494507447783, 49.66276386030001]"
"[1.1434633424004386, 49.67739983156661]"
"[1.1432705952084545, 49.691835459041954]"
"[1.1433145847240735, 49.701428511439985]"
"[1.143308676520598, 49.70961436315865]"
"[1.1432490784375782, 49.725698241239535]"
"[1.1432181499837855, 49.740031457249394]"
"[1.1432046807519145, 49.7543440442576]"
"[1.1431405671164996, 49.771565260059354]"
"[1.1432403815755454, 49.78593905476699]"
"[1.1432401398488863, 49.800996169914875]"
"[1.1432446474093674, 49.818117254214464]"
"[1.1430487550281356, 49.83329737355726]"
"[1.1432114648085243, 49.847799051417184]"
"[1.1430211303927482, 49.86479620367261]"
"[1.1430954673994391, 49.879800868282395]"
"[1.1428969454447313, 49.89675586502865]"
"[1.1427846720979034, 49.91192400940493]"
"[1.1428081580990719, 49.926893380643]"
"[1.1426854449282375, 49.94423243499116]"
"[1.1425367492820275, 49.958815639428174]"
"[1.1423859867492445, 49.97344986959424]"
"[1.1422260431034046, 49.99062151504762]"
"[1.1420951565723203, 50.005518598235284]"
"[1.1420169058657954, 50.02261407772073]"
"[1.1417983420540996, 50.0313068659108]"
"[1.1418205650241997, 50.04968140851994]"
"[1.1416325733056238, 50.06076985211365]"
"[1.1415025142492614, 50.07878253388965]"
"[1.141406072676649, 50.09028614279405]"
"[1.1411246803819746, 50.10520588389252]"
"[1.1412423717264395, 50.11686147197782]"
"[1.1411589193448928, 50.132307944685856]"
"[1.1409851893260472, 50.14351898362652]"
"[1.1409198669484006, 50.160628118536195]"
"[1.1407505059448955, 50.17469573615184]"
"[1.140781608347131, 50.19001098574834]"
"[1.1405983939821713, 50.20689823241458]"
"[1.1405392589819165, 50.22198320253712]"
"[1.1404268011251166, 50.2366654183898]"
"[1.1402991987041289, 50.251421032082256]"
"[1.14011999968363, 50.268577384108845]"
"[1.1399536462519695, 50.2834756740391]"
"[1.140049354153494, 50.298181288525214]"
"[1.139697628664515, 50.31292580279334]"
"[1.1396793546523216, 50.329856572810414]"
"[1.1395934335121503, 50.347324434248826]"
"[1.1394558532758277, 50.36250935041125]"
"[1.1394144168541733, 50.3801317773726]"
"[1.1392566230710577, 50.39693319045203]"
"[1.1391888880150856, 50.412177341152294]"
"[1.1391260117795046, 50.42698845660135]"
"[1.139133147499405, 50.44453693217665]"
"[1.1390291304148035, 50.46165123429969]"
"[1.138962525128727, 50.479271653737236]"
"[1.138903004591207, 50.49394285209855]"
"[1.1389556523577677, 50.50929058655058]"
"[1.1388777165227826, 50.52373268186229]"
"[1.1387798626909948, 50.541148393783466]"
"[1.1387830955384728, 50.555983422744944]"
"[1.1387359414621354, 50.571067770599086]"
"[1.1385857294462005, 50.582110734119794]"
"[1.1386070189618733, 50.592592407517216]"
"[1.138670824790332, 50.60178853285833]"
"[1.138627376068015, 50.613936352851496]"
"[1.1386590528288087, 50.629902063240856]"
"[1.1386856240843117, 50.64733020496893]"
"[1.1386297959231046, 50.66469733966084]"
"[1.1386013668545758, 50.682093037021396]"
"[1.138619593464388, 50.69720511800822]"
"[1.1386696776456318, 50.71463025173737]"
"[1.1385586343297516, 50.729575939737536]"
"[1.13857451338835, 50.74708291553205]"
"[1.1387355572894666, 50.76434120153056]"
"[1.138804125253253, 50.779197598288114]"
"[1.1387719128210128, 50.79648862230795]"
"[1.1387018712348826, 50.81371076384501]"
"[1.1386827710396423, 50.82895360136437]"
"[1.1386845677749742, 50.846197806851286]"
"[1.138712271686033, 50.8612296915178]"
"[1.1386502873245397, 50.87312998952813]"
"[1.1387537970731108, 50.88827275413034]"
"[1.1388239060704408, 50.905644035978746]"
"[1.1388336193531485, 50.923240926042816]"
"[1.1387554861348248, 50.938159619493575]"
"[1.1386684507723335, 50.95565752354411]"
"[1.1386556304197755, 50.973387717539104]"
"[1.1387000894937287, 50.98533625894774]"
"[1.1386820886785902, 51.00062281151152]"
"[1.138663925947278, 51.01742051416984]"
"[1.1384634057689544, 51.03465368025604]"
"[1.1388567737634507, 51.04931618667567]"
"[1.138600310414306, 51.06464329450859]"
"[1.1387320146270088, 51.08183795100782]"
"[1.1387600812900154, 51.09719562999191]"
"[1.1391390106370616, 51.11401812557719]"
"[1.1389845998637207, 51.12921195003861]"
"[1.1391488787785766, 51.14389133588449]"
"[1.1391142913703605, 51.16106408620209]"
"[1.1390575197236363, 51.17624771595221]"
"[1.1391191912399428, 51.19351540948829]"
"[1.1392443349867698, 51.20839276558791]"
"[1.139225179143851, 51.223760255917185]"
"[1.1390662810007435, 51.24050942819644]"
"[1.138975886243504, 51.255327266515444]"
"[1.139189515873093, 51.272274213414256]"
"[1.1391391573224794, 51.28732454329267]"
"[1.1390486505897446, 51.3020097057819]"
"[1.1389750556029246, 51.31916568329354]"
"[1.1391634092982943, 51.333669514513176]"
"[1.1390044729414888, 51.34576579694281]"
"[1.1389638797371489, 51.360705988610356]"
"[1.139026364900672, 51.37734024718512]"
"[1.1387877973761058, 51.39225214414972]"
"[1.1389121269650868, 51.4063290955107]"
"[1.139064961055774, 51.42150694265386]"
"[1.1389951585165075, 51.435692985442515]"
"[1.1390170096640282, 51.4504396052367]"
"[1.1389959534817657, 51.46733289494362]"
"[1.1389961041755294, 51.482117539609284]"
"[1.139057972551233, 51.494253209042355]"
"[1.1390533537699945, 51.50920050733115]"
"[1.139113020212423, 51.52392999430614]"
"[1.1388861580230112, 51.53544133268921]"
"[1.1390184764422582, 51.5523414116476]"
"[1.139139549412431, 51.56677587421831]"
"[1.1390766261144265, 51.58404776095082]"
"[1.1392431074788916, 51.59894628641845]"
"[1.1394368098869725, 51.613139548072844]"
"[1.1393290170133044, 51.625607835883116]"
"[1.1394493664401175, 51.64224202468144]"
"[1.139498355341653, 51.65375899308741]"
"[1.1395583332655483, 51.671192617727115]"
"[1.139735122345006, 51.686018050227396]"
"[1.139870292685071, 51.70323421526013]"
"[1.1398646248636775, 51.71836821386469]"
"[1.1400366386282548, 51.735862563761316]"
"[1.1401612195332071, 51.75042618127982]"
"[1.1402335144498934, 51.76227286088404]"
"[1.1403410294051592, 51.774757238340236]"
"[1.14042915053345, 51.79193162569967]"
"[1.140579220721679, 51.80636160964545]"
"[1.1406459512151403, 51.82137580766792]"
"[1.140874676697156, 51.83536877733372]"
"[1.140895797668356, 51.84728227899108]"
"[1.1410390843320994, 51.861803236147885]"
"[1.141174212437087, 51.87865648384835]"
"[1.1413972074927916, 51.893503319472984]"
"[1.1413494875267596, 51.9106562878402]"
"[1.1415770077078158, 51.92560056641514]"
"[1.141698018816846, 51.943097413011834]"
"[1.1419521650823075, 51.960558044417105]"
"[1.1421477843181567, 51.97817482750016]"
"[1.1423144478687384, 51.99310310675738]"
"[1.1425870315846227, 52.01062829802965]"
"[1.142701438856385, 52.027773098168524]"
"[1.142908352816545, 52.042948173645385]"
"[1.1431136409388205, 52.060127667728025]"
"[1.1432420886839714, 52.077575107727355]"
"[1.1435308124281933, 52.0925305282272]"
"[1.1436758496971693, 52.109889162823244]"
"[1.1439374218044842, 52.12480850817173]"
"[1.1440386580632644, 52.14234717866971]"
"[1.1443844272035062, 52.15710718523326]"
"[1.1444954093594042, 52.1746200046909]"
"[1.1447523689872001, 52.18938472715032]"
"[1.1448855930543576, 52.20683127439397]"
"[1.1452175933673685, 52.22402917736258]"
"[1.1455220694437531, 52.23913691275979]"
"[1.1455420495410849, 52.255892174716486]"
"[1.1456945318299505, 52.27137520346464]"
"[1.146044070893927, 52.28834545256795]"
"[1.1463616891434252, 52.30557540462819]"
"[1.146574327568111, 52.32107574610963]"
"[1.1465153624537232, 52.335685843835385]"
"[1.1467036047198231, 52.352178045157565]"
"[1.1471056229196175, 52.36598468304258]"
"[1.1473271655660806, 52.38039169861116]"
"[1.147538074326483, 52.394803402715375]"
"[1.1477474859081107, 52.40912800231528]"
"[1.147982759833342, 52.426455036138584]"
"[1.1482578642904773, 52.44117616088868]"
"[1.148573126293584, 52.45866891466917]"
"[1.1486976584436648, 52.473568073635874]"
"[1.1487822187789818, 52.48703732564399]"
"[1.1490849282734992, 52.496219153094394]"
"[1.1491584861147304, 52.505382215401156]"
"[1.1492823174403302, 52.513955996007695]"
"[1.149455177389842, 52.52081774149996]"
"[1.1495951009122405, 52.531691807694756]"
